file,where,original,updated
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-text-image.liquid,schema:blocks/1/settings/7/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-text-image.liquid,schema:blocks/1/settings/8/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-text-image.liquid,schema:blocks/1/settings/14/label,Couleur du fondu,Color du fondu
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-text-image.liquid,schema:blocks/1/settings/20/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/stories-bar-sticky.liquid,schema:settings/1/label,Couleur de fond de l'infobulle,Color de fond de l'infobulle
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image.liquid,schema:settings/2/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image.liquid,schema:settings/3/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image.liquid,schema:settings/13/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image.liquid,schema:settings/22/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/recommended-products.liquid,schema:settings/2/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/recommended-products.liquid,schema:settings/6/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/recommended-products.liquid,schema:settings/8/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/recommended-products.liquid,schema:settings/9/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/recommended-products.liquid,schema:settings/10/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/recommended-products.liquid,schema:settings/11/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/recommended-products.liquid,schema:settings/12/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/recommended-products.liquid,schema:settings/13/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/recommended-products.liquid,schema:settings/14/label,Description (facultatif),Description (optional)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/recommended-products.liquid,schema:settings/18/label,Quantité maximale de produits à afficher,Quantity maximale de produits à afficher
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/recommended-products.liquid,schema:settings/20/options/0/label,Par défaut,Default
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/recommended-products.liquid,schema:settings/24/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/recommended-products.liquid,schema:settings/27/label,Couleur du badge de vente,Color du badge de vente
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/recommended-products.liquid,schema:settings/28/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/stories-bar-sticky-dynamic.liquid,schema:settings/1/label,Couleur de fond de l'infobulle,Color de fond de l'infobulle
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:settings/2/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:settings/3/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:settings/7/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:settings/9/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:settings/10/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:settings/11/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:settings/12/label,Titre overlay,Title overlay
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:settings/14/label,Couleur du titre overlay,Color du titre overlay
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:settings/15/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:settings/16/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:settings/17/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:settings/18/label,Description (facultatif),Description (optional)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:settings/23/options/0/label,Par défaut,Default
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:settings/24/label,Couleur des étoiles actives,Color des étoiles actives
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:settings/25/label,Couleur des étoiles inactives,Color des étoiles inactives
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:settings/50/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:blocks/0/settings/3/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:blocks/0/settings/3/options/0/label,Par défaut,Default
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:blocks/0/settings/20/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:blocks/0/settings/21/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/testimonials.liquid,schema:blocks/0/settings/32/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/footer.liquid,schema:blocks/0/settings/0/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/footer.liquid,schema:blocks/0/settings/1/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/footer.liquid,schema:blocks/1/settings/1/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/footer.liquid,schema:blocks/1/settings/2/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/footer.liquid,schema:blocks/2/settings/0/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/footer.liquid,schema:blocks/2/settings/1/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/footer.liquid,schema:blocks/3/settings/0/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/footer.liquid,schema:blocks/3/settings/1/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/html.liquid,schema:settings/4/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/html.liquid,schema:settings/5/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/html.liquid,schema:settings/9/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/html.liquid,schema:settings/11/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/html.liquid,schema:settings/12/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/html.liquid,schema:settings/13/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/html.liquid,schema:settings/14/label,Titre overlay,Title overlay
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/html.liquid,schema:settings/16/label,Couleur du titre overlay,Color du titre overlay
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/html.liquid,schema:settings/17/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/html.liquid,schema:settings/18/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/html.liquid,schema:settings/19/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/html.liquid,schema:settings/25/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-stories.liquid,schema:settings/3/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-stories.liquid,schema:settings/4/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-stories.liquid,schema:settings/9/label,Début de la couleur du trait,Début de la color du trait
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-stories.liquid,schema:settings/10/label,Fin de la couleur du trait,Fin de la color du trait
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-stories.liquid,schema:settings/11/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-stories.liquid,schema:blocks/0/settings/2/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-stories.liquid,schema:blocks/0/settings/3/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:settings/2/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:settings/3/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:settings/8/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:settings/10/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:settings/11/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:settings/12/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:settings/13/label,Titre overlay,Title overlay
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:settings/15/label,Couleur du titre overlay,Color du titre overlay
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:settings/16/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:settings/17/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:settings/18/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:settings/19/label,Description (facultatif),Description (optional)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:settings/23/label,Couleur de la ligne,Color de la ligne
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:settings/28/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:blocks/0/settings/2/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:blocks/0/settings/14/label,Couleur de l'arrière plan 'Date',Color de l'arrière plan 'Date'
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:blocks/0/settings/16/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/timeline.liquid,schema:blocks/0/settings/22/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-banner-mobile-only.liquid,schema:settings/1/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:settings/3/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:settings/4/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:settings/8/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:settings/10/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:settings/11/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:settings/12/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:settings/13/label,Titre overlay,Title overlay
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:settings/15/label,Couleur du titre overlay,Color du titre overlay
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:settings/16/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:settings/17/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:settings/18/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:settings/19/label,Description (facultatif),Description (optional)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:settings/23/default,Suivre @shopiweb,Follow @shopiweb
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:settings/25/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:settings/28/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:settings/28/options/0/label,Par défaut,Default
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/tiktok-slider.liquid,schema:blocks/0/settings/2/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/marquee.liquid,schema:settings/2/label,Couleur d'arrière-plan,Color d'arrière-plan
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/marquee.liquid,schema:settings/3/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/faq.liquid,schema:settings/2/info,"Si aucune image n'est sélectionnée, les options de couleur d'arrière-plan ci-dessous seront appliquées.","Si aucune image n'est sélectionnée, les options de color d'arrière-plan ci-dessous seront appliquées."
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/faq.liquid,schema:settings/5/label,Couleur de l'arrière plan,Background color
